,0,i,j,kper,obsnme
hds_00_014_011_097,36.926994323730504,14,11,97,hds_00_014_011_000
hds_00_014_011_098,35.4001922607422,14,11,98,hds_00_014_011_000
hds_00_014_011_099,37.019962310791,14,11,99,hds_00_014_011_000
hds_00_014_011_100,35.539737701416,14,11,100,hds_00_014_011_000
hds_00_014_011_101,36.868843078613295,14,11,101,hds_00_014_011_000
hds_00_014_011_102,36.810455322265604,14,11,102,hds_00_014_011_000
hds_00_014_011_103,36.4754180908203,14,11,103,hds_00_014_011_000
hds_00_014_011_104,37.2000274658203,14,11,104,hds_00_014_011_000
hds_00_014_011_105,37.6030044555664,14,11,105,hds_00_014_011_000
hds_00_014_011_106,37.152336120605504,14,11,106,hds_00_014_011_000
hds_00_014_011_107,36.5329170227051,14,11,107,hds_00_014_011_000
hds_00_014_011_108,36.7905616760254,14,11,108,hds_00_014_011_000
hds_00_014_011_109,36.9208946228027,14,11,109,hds_00_014_011_000
hds_00_014_011_110,37.20827102661129,14,11,110,hds_00_014_011_000
hds_00_014_011_111,37.3659782409668,14,11,111,hds_00_014_011_000
hds_00_014_011_112,37.313850402831996,14,11,112,hds_00_014_011_000
hds_00_014_011_113,37.1625518798828,14,11,113,hds_00_014_011_000
hds_00_014_011_114,37.5408134460449,14,11,114,hds_00_014_011_000
hds_00_014_011_115,37.325439453125,14,11,115,hds_00_014_011_000
hds_00_014_011_116,37.3474922180176,14,11,116,hds_00_014_011_000
hds_00_014_011_117,37.686351776123,14,11,117,hds_00_014_011_000
hds_00_014_011_118,38.0791893005371,14,11,118,hds_00_014_011_000
hds_00_014_011_119,37.486644744873,14,11,119,hds_00_014_011_000
hds_00_014_011_120,37.7038803100586,14,11,120,hds_00_014_011_000
hds_00_014_011_121,37.5590591430664,14,11,121,hds_00_014_011_000
hds_00_014_011_122,37.7490272521973,14,11,122,hds_00_014_011_000
hds_00_014_011_123,37.5416603088379,14,11,123,hds_00_014_011_000
hds_00_014_011_124,37.9763336181641,14,11,124,hds_00_014_011_000
hds_00_014_011_125,37.7926177978516,14,11,125,hds_00_014_011_000
hds_00_014_011_126,37.7098808288574,14,11,126,hds_00_014_011_000
hds_00_014_011_127,37.661529541015604,14,11,127,hds_00_014_011_000
hds_00_014_011_128,37.9998741149902,14,11,128,hds_00_014_011_000
hds_00_014_011_129,37.946136474609396,14,11,129,hds_00_014_011_000
hds_00_014_011_130,37.4068832397461,14,11,130,hds_00_014_011_000
hds_00_014_011_131,38.1008529663086,14,11,131,hds_00_014_011_000
hds_00_014_011_132,37.64915084838871,14,11,132,hds_00_014_011_000
hds_00_014_011_133,38.0938301086426,14,11,133,hds_00_014_011_000
hds_00_014_011_134,37.943519592285206,14,11,134,hds_00_014_011_000
hds_00_014_011_135,37.6871185302734,14,11,135,hds_00_014_011_000
hds_00_014_011_136,37.6572914123535,14,11,136,hds_00_014_011_000
hds_00_014_011_137,37.3917655944824,14,11,137,hds_00_014_011_000
hds_00_014_011_138,37.385814666748,14,11,138,hds_00_014_011_000
hds_00_014_011_139,37.5194053649902,14,11,139,hds_00_014_011_000
hds_00_014_011_140,37.874397277831996,14,11,140,hds_00_014_011_000
hds_00_014_011_141,37.746788024902294,14,11,141,hds_00_014_011_000
hds_00_014_011_142,37.6663780212402,14,11,142,hds_00_014_011_000
hds_00_014_011_143,37.7910003662109,14,11,143,hds_00_014_011_000
hds_00_014_011_144,37.783363342285206,14,11,144,hds_00_014_011_000
hds_00_014_011_145,37.5722160339355,14,11,145,hds_00_014_011_000
hds_00_014_011_146,37.883430480956996,14,11,146,hds_00_014_011_000
hds_00_014_011_147,38.0941123962402,14,11,147,hds_00_014_011_000
hds_00_014_011_148,37.6993827819824,14,11,148,hds_00_014_011_000
hds_00_014_011_149,37.8099937438965,14,11,149,hds_00_014_011_000
hds_00_014_011_150,37.765594482421896,14,11,150,hds_00_014_011_000
hds_00_014_011_151,37.669116973877,14,11,151,hds_00_014_011_000
hds_00_014_011_152,37.8072662353516,14,11,152,hds_00_014_011_000
hds_00_014_011_153,37.8979339599609,14,11,153,hds_00_014_011_000
hds_00_014_011_154,37.975593566894496,14,11,154,hds_00_014_011_000
hds_00_014_011_155,37.8973274230957,14,11,155,hds_00_014_011_000
hds_00_014_011_156,37.7341156005859,14,11,156,hds_00_014_011_000
hds_00_014_011_157,37.895011901855504,14,11,157,hds_00_014_011_000
hds_00_014_011_158,37.84299850463871,14,11,158,hds_00_014_011_000
hds_00_014_011_159,38.003364562988295,14,11,159,hds_00_014_011_000
hds_00_014_011_160,37.891017913818395,14,11,160,hds_00_014_011_000
hds_00_014_011_161,37.7853012084961,14,11,161,hds_00_014_011_000
hds_00_014_011_162,38.1368255615234,14,11,162,hds_00_014_011_000
hds_00_014_011_163,37.819297790527294,14,11,163,hds_00_014_011_000
hds_00_014_011_164,37.6605072021484,14,11,164,hds_00_014_011_000
hds_00_014_011_165,37.8613052368164,14,11,165,hds_00_014_011_000
hds_00_014_011_166,37.888847351074205,14,11,166,hds_00_014_011_000
hds_00_014_011_167,37.5965347290039,14,11,167,hds_00_014_011_000
hds_00_014_011_168,37.8885498046875,14,11,168,hds_00_014_011_000
hds_00_014_011_169,37.6817398071289,14,11,169,hds_00_014_011_000
hds_00_014_011_170,37.8847885131836,14,11,170,hds_00_014_011_000
hds_00_014_011_171,38.1436882019043,14,11,171,hds_00_014_011_000
hds_00_014_011_172,37.7891883850098,14,11,172,hds_00_014_011_000
hds_00_014_011_173,38.2220420837402,14,11,173,hds_00_014_011_000
hds_00_014_011_174,38.1026268005371,14,11,174,hds_00_014_011_000
hds_00_014_011_175,37.8129081726074,14,11,175,hds_00_014_011_000
hds_00_014_011_176,37.3060264587402,14,11,176,hds_00_014_011_000
hds_00_014_011_177,37.7528495788574,14,11,177,hds_00_014_011_000
hds_00_014_011_178,37.7597885131836,14,11,178,hds_00_014_011_000
hds_00_014_011_179,37.4211387634277,14,11,179,hds_00_014_011_000
hds_00_014_011_180,37.6481819152832,14,11,180,hds_00_014_011_000
hds_00_014_011_181,38.1018180847168,14,11,181,hds_00_014_011_000
hds_00_014_011_182,37.76292037963871,14,11,182,hds_00_014_011_000
hds_00_014_011_183,37.936008453369105,14,11,183,hds_00_014_011_000
hds_00_014_011_184,37.644035339355504,14,11,184,hds_00_014_011_000
hds_00_014_011_185,37.6921501159668,14,11,185,hds_00_014_011_000
hds_00_014_011_186,38.0911827087402,14,11,186,hds_00_014_011_000
hds_00_014_011_187,38.0056915283203,14,11,187,hds_00_014_011_000
hds_00_014_011_188,38.347496032714794,14,11,188,hds_00_014_011_000
hds_00_014_011_189,38.148353576660206,14,11,189,hds_00_014_011_000
hds_00_014_011_190,38.45432662963871,14,11,190,hds_00_014_011_000
hds_00_014_011_191,38.321739196777294,14,11,191,hds_00_014_011_000
hds_00_014_011_192,38.2374305725098,14,11,192,hds_00_014_011_000
hds_00_014_011_193,38.3406524658203,14,11,193,hds_00_014_011_000
hds_00_014_011_194,38.6336326599121,14,11,194,hds_00_014_011_000
hds_00_014_011_195,38.322967529296896,14,11,195,hds_00_014_011_000
hds_00_014_011_196,38.2997550964355,14,11,196,hds_00_014_011_000
hds_00_014_011_197,37.885581970214794,14,11,197,hds_00_014_011_000
hds_00_014_011_198,38.2499771118164,14,11,198,hds_00_014_011_000
hds_00_014_011_199,37.8996086120605,14,11,199,hds_00_014_011_000
hds_00_014_011_200,37.69740676879879,14,11,200,hds_00_014_011_000
hds_00_014_011_201,37.9133529663086,14,11,201,hds_00_014_011_000
hds_00_014_011_202,37.9658355712891,14,11,202,hds_00_014_011_000
hds_00_014_011_203,37.8368148803711,14,11,203,hds_00_014_011_000
hds_00_014_011_204,38.1797637939453,14,11,204,hds_00_014_011_000
hds_00_014_011_205,38.3055877685547,14,11,205,hds_00_014_011_000
hds_00_014_011_206,37.965892791748,14,11,206,hds_00_014_011_000
hds_00_014_011_207,38.0072364807129,14,11,207,hds_00_014_011_000
hds_00_014_011_208,37.9862823486328,14,11,208,hds_00_014_011_000
hds_00_014_011_209,37.620632171630895,14,11,209,hds_00_014_011_000
hds_00_014_011_210,37.824943542480504,14,11,210,hds_00_014_011_000
hds_00_014_011_211,37.8717651367188,14,11,211,hds_00_014_011_000
hds_00_014_011_212,38.4005889892578,14,11,212,hds_00_014_011_000
hds_00_014_011_213,38.0177421569824,14,11,213,hds_00_014_011_000
hds_00_014_011_214,37.954902648925795,14,11,214,hds_00_014_011_000
hds_00_014_011_215,37.9319190979004,14,11,215,hds_00_014_011_000
hds_00_014_011_216,37.9391212463379,14,11,216,hds_00_014_011_000
hds_00_014_011_217,37.876220703125,14,11,217,hds_00_014_011_000
hds_00_014_011_218,37.5042724609375,14,11,218,hds_00_014_011_000
hds_00_014_011_219,38.0266075134277,14,11,219,hds_00_014_011_000
hds_00_014_011_220,37.86606979370121,14,11,220,hds_00_014_011_000
hds_00_014_011_221,38.1100425720215,14,11,221,hds_00_014_011_000
hds_00_014_011_222,38.406665802002,14,11,222,hds_00_014_011_000
hds_00_014_011_223,37.8307609558105,14,11,223,hds_00_014_011_000
hds_00_014_011_224,37.7704620361328,14,11,224,hds_00_014_011_000
hds_00_014_011_225,37.6536750793457,14,11,225,hds_00_014_011_000
hds_00_014_011_226,37.967803955078104,14,11,226,hds_00_014_011_000
hds_00_014_011_227,37.79966354370121,14,11,227,hds_00_014_011_000
hds_00_014_011_228,37.6256980895996,14,11,228,hds_00_014_011_000
hds_00_014_011_229,38.1679916381836,14,11,229,hds_00_014_011_000
hds_00_014_011_230,37.6560478210449,14,11,230,hds_00_014_011_000
hds_00_014_011_231,37.5909881591797,14,11,231,hds_00_014_011_000
hds_00_014_011_232,37.633003234863295,14,11,232,hds_00_014_011_000
hds_00_014_011_233,38.293285369873,14,11,233,hds_00_014_011_000
hds_00_014_011_234,37.6884918212891,14,11,234,hds_00_014_011_000
hds_00_014_011_235,37.931941986084,14,11,235,hds_00_014_011_000
hds_00_014_011_236,37.615291595459,14,11,236,hds_00_014_011_000
hds_00_014_011_237,38.0355110168457,14,11,237,hds_00_014_011_000
hds_00_014_011_238,37.640895843505895,14,11,238,hds_00_014_011_000
hds_00_014_011_239,37.8528289794922,14,11,239,hds_00_014_011_000
hds_00_014_011_240,37.932765960693395,14,11,240,hds_00_014_011_000
hds_00_014_011_241,37.894603729248,14,11,241,hds_00_014_011_000
hds_00_014_011_242,37.8573570251465,14,11,242,hds_00_014_011_000
hds_00_014_011_243,38.2520599365234,14,11,243,hds_00_014_011_000
hds_00_014_011_244,38.082267761230504,14,11,244,hds_00_014_011_000
hds_00_014_011_245,38.427562713623,14,11,245,hds_00_014_011_000
hds_00_014_011_246,38.120796203613295,14,11,246,hds_00_014_011_000
hds_00_014_011_247,38.136848449706996,14,11,247,hds_00_014_011_000
hds_00_014_011_248,38.3602333068848,14,11,248,hds_00_014_011_000
hds_00_014_011_249,38.282966613769496,14,11,249,hds_00_014_011_000
hds_00_014_011_250,38.504112243652294,14,11,250,hds_00_014_011_000
hds_00_014_011_251,38.3236885070801,14,11,251,hds_00_014_011_000
hds_00_014_011_252,38.2352333068848,14,11,252,hds_00_014_011_000
hds_00_014_011_253,38.414455413818395,14,11,253,hds_00_014_011_000
hds_00_014_011_254,37.4895782470703,14,11,254,hds_00_014_011_000
hds_00_014_011_255,38.0184936523438,14,11,255,hds_00_014_011_000
hds_00_014_011_256,37.791221618652294,14,11,256,hds_00_014_011_000
hds_00_014_011_257,37.8903770446777,14,11,257,hds_00_014_011_000
hds_00_014_011_258,37.9073715209961,14,11,258,hds_00_014_011_000
hds_00_014_011_259,38.2625503540039,14,11,259,hds_00_014_011_000
hds_00_014_011_260,38.081512451171896,14,11,260,hds_00_014_011_000
hds_00_014_011_261,38.0203285217285,14,11,261,hds_00_014_011_000
hds_00_014_011_262,37.8975982666016,14,11,262,hds_00_014_011_000
hds_00_014_011_263,37.811851501464794,14,11,263,hds_00_014_011_000
hds_00_014_011_264,38.2539825439453,14,11,264,hds_00_014_011_000
hds_00_014_011_265,37.3062515258789,14,11,265,hds_00_014_011_000
hds_00_014_011_266,37.215892791748,14,11,266,hds_00_014_011_000
hds_00_014_011_267,37.560546875,14,11,267,hds_00_014_011_000
hds_00_014_011_268,37.6983222961426,14,11,268,hds_00_014_011_000
hds_00_014_011_269,37.793418884277294,14,11,269,hds_00_014_011_000
hds_00_014_011_270,37.3289222717285,14,11,270,hds_00_014_011_000
hds_00_014_011_271,37.8388442993164,14,11,271,hds_00_014_011_000
hds_00_014_011_272,38.0119514465332,14,11,272,hds_00_014_011_000
hds_00_014_011_273,37.6663970947266,14,11,273,hds_00_014_011_000
hds_00_014_011_274,38.2587432861328,14,11,274,hds_00_014_011_000
hds_00_014_011_275,37.753105163574205,14,11,275,hds_00_014_011_000
hds_00_014_011_276,37.3535003662109,14,11,276,hds_00_014_011_000
hds_00_014_011_277,37.879798889160206,14,11,277,hds_00_014_011_000
hds_00_014_011_278,37.6425132751465,14,11,278,hds_00_014_011_000
hds_00_014_011_279,37.3432388305664,14,11,279,hds_00_014_011_000
hds_00_014_011_280,37.2060127258301,14,11,280,hds_00_014_011_000
hds_00_014_011_281,37.5604972839355,14,11,281,hds_00_014_011_000
hds_00_014_011_282,37.5585327148438,14,11,282,hds_00_014_011_000
hds_00_014_011_283,37.346992492675795,14,11,283,hds_00_014_011_000
hds_00_014_011_284,36.9625701904297,14,11,284,hds_00_014_011_000
hds_00_014_011_285,37.4707832336426,14,11,285,hds_00_014_011_000
hds_00_014_011_286,37.000091552734396,14,11,286,hds_00_014_011_000
hds_00_014_011_287,36.8912467956543,14,11,287,hds_00_014_011_000
hds_00_014_011_288,37.161781311035206,14,11,288,hds_00_014_011_000
hds_00_014_011_289,35.856895446777294,14,11,289,hds_00_014_011_000
hds_00_014_011_290,35.7217140197754,14,11,290,hds_00_014_011_000
hds_00_014_011_291,35.499015808105504,14,11,291,hds_00_014_011_000
hds_00_014_011_292,36.6294174194336,14,11,292,hds_00_014_011_000
hds_00_014_011_293,37.080619812011705,14,11,293,hds_00_014_011_000
hds_00_014_011_294,37.0605506896973,14,11,294,hds_00_014_011_000
hds_00_014_011_295,35.9551544189453,14,11,295,hds_00_014_011_000
hds_00_014_011_296,35.7765884399414,14,11,296,hds_00_014_011_000
hds_00_014_011_297,35.64613723754879,14,11,297,hds_00_014_011_000
hds_00_014_011_298,36.718597412109396,14,11,298,hds_00_014_011_000
hds_00_014_011_299,35.6350708007812,14,11,299,hds_00_014_011_000
hds_00_014_011_300,37.5230102539062,14,11,300,hds_00_014_011_000
hds_00_014_011_301,37.5048179626465,14,11,301,hds_00_014_011_000
hds_00_014_011_302,37.2245674133301,14,11,302,hds_00_014_011_000
hds_00_014_011_303,36.5748062133789,14,11,303,hds_00_014_011_000
hds_00_014_011_304,37.0408172607422,14,11,304,hds_00_014_011_000
hds_00_014_011_305,37.7276954650879,14,11,305,hds_00_014_011_000
hds_00_014_011_306,36.8554916381836,14,11,306,hds_00_014_011_000
hds_00_014_011_307,36.9952545166016,14,11,307,hds_00_014_011_000
hds_00_014_011_308,37.0089683532715,14,11,308,hds_00_014_011_000
hds_00_014_011_309,36.8219451904297,14,11,309,hds_00_014_011_000
hds_00_014_011_310,37.435020446777294,14,11,310,hds_00_014_011_000
hds_00_014_011_311,37.6750717163086,14,11,311,hds_00_014_011_000
hds_00_014_011_312,37.2940254211426,14,11,312,hds_00_014_011_000
hds_00_014_011_313,37.112766265869105,14,11,313,hds_00_014_011_000
hds_00_014_011_314,37.1083106994629,14,11,314,hds_00_014_011_000
hds_00_014_011_315,37.0818748474121,14,11,315,hds_00_014_011_000
hds_00_014_011_316,37.5277976989746,14,11,316,hds_00_014_011_000
hds_00_014_011_317,37.1274070739746,14,11,317,hds_00_014_011_000
hds_00_014_011_318,37.5485610961914,14,11,318,hds_00_014_011_000
hds_00_014_011_319,37.9973907470703,14,11,319,hds_00_014_011_000
hds_00_014_011_320,37.363037109375,14,11,320,hds_00_014_011_000
hds_00_014_011_321,37.3144760131836,14,11,321,hds_00_014_011_000
hds_00_014_011_322,37.413604736328104,14,11,322,hds_00_014_011_000
hds_00_014_011_323,37.2967948913574,14,11,323,hds_00_014_011_000
hds_00_014_011_324,37.4451942443848,14,11,324,hds_00_014_011_000
hds_00_014_011_325,37.3987236022949,14,11,325,hds_00_014_011_000
hds_00_014_011_326,37.5146827697754,14,11,326,hds_00_014_011_000
hds_00_014_011_327,37.710475921630895,14,11,327,hds_00_014_011_000
hds_00_014_011_328,37.3297576904297,14,11,328,hds_00_014_011_000
hds_00_014_011_329,37.7002410888672,14,11,329,hds_00_014_011_000
hds_00_014_011_330,37.4564933776855,14,11,330,hds_00_014_011_000
hds_00_014_011_331,37.0283813476562,14,11,331,hds_00_014_011_000
hds_00_014_011_332,37.1164894104004,14,11,332,hds_00_014_011_000
hds_00_014_011_333,37.733856201171896,14,11,333,hds_00_014_011_000
hds_00_014_011_334,37.718597412109396,14,11,334,hds_00_014_011_000
hds_00_014_011_335,37.8456535339355,14,11,335,hds_00_014_011_000
hds_00_014_011_336,37.4001502990723,14,11,336,hds_00_014_011_000
hds_00_014_011_337,37.5906524658203,14,11,337,hds_00_014_011_000
hds_00_014_011_338,37.4221076965332,14,11,338,hds_00_014_011_000
hds_00_014_011_339,37.149421691894496,14,11,339,hds_00_014_011_000
hds_00_014_011_340,37.55995559692379,14,11,340,hds_00_014_011_000
hds_00_014_011_341,37.3815116882324,14,11,341,hds_00_014_011_000
hds_00_014_011_342,37.5226249694824,14,11,342,hds_00_014_011_000
hds_00_014_011_343,37.6370124816895,14,11,343,hds_00_014_011_000
hds_00_014_011_344,37.5023193359375,14,11,344,hds_00_014_011_000
hds_00_014_011_345,37.41221237182621,14,11,345,hds_00_014_011_000
hds_00_014_011_346,37.1719627380371,14,11,346,hds_00_014_011_000
hds_00_014_011_347,37.2074394226074,14,11,347,hds_00_014_011_000
hds_00_014_011_348,38.032600402831996,14,11,348,hds_00_014_011_000
hds_00_014_011_349,37.5875854492188,14,11,349,hds_00_014_011_000
hds_00_014_011_350,37.7316131591797,14,11,350,hds_00_014_011_000
hds_00_014_011_351,37.5335693359375,14,11,351,hds_00_014_011_000
hds_00_014_011_352,37.3459892272949,14,11,352,hds_00_014_011_000
hds_00_014_011_353,37.5314598083496,14,11,353,hds_00_014_011_000
hds_00_014_011_354,37.66102981567379,14,11,354,hds_00_014_011_000
hds_00_014_011_355,37.6214256286621,14,11,355,hds_00_014_011_000
hds_00_014_011_356,37.5468788146973,14,11,356,hds_00_014_011_000
hds_00_014_011_357,37.27964401245121,14,11,357,hds_00_014_011_000
hds_00_014_011_358,37.270713806152294,14,11,358,hds_00_014_011_000
hds_00_014_011_359,36.6697998046875,14,11,359,hds_00_014_011_000
hds_00_014_011_360,37.7275276184082,14,11,360,hds_00_014_011_000
hds_00_014_011_361,36.23325729370121,14,11,361,hds_00_014_011_000
hds_00_014_011_362,37.0453491210938,14,11,362,hds_00_014_011_000
hds_00_014_011_363,37.2361183166504,14,11,363,hds_00_014_011_000
hds_00_014_011_364,36.750148773193395,14,11,364,hds_00_014_011_000
hds_00_016_017_000,30.3006610870361,16,17,0,hds_00_016_017_000
hds_00_016_017_001,30.351322174072298,16,17,1,hds_00_016_017_000
hds_00_016_017_002,29.543760299682603,16,17,2,hds_00_016_017_000
hds_00_016_017_003,29.797704696655302,16,17,3,hds_00_016_017_000
hds_00_016_017_004,30.2212829589844,16,17,4,hds_00_016_017_000
hds_00_016_017_005,29.8875675201416,16,17,5,hds_00_016_017_000
hds_00_016_017_006,30.057838439941396,16,17,6,hds_00_016_017_000
hds_00_016_017_007,28.8383483886719,16,17,7,hds_00_016_017_000
hds_00_016_017_008,30.2800941467285,16,17,8,hds_00_016_017_000
hds_00_016_017_009,28.1670455932617,16,17,9,hds_00_016_017_000
hds_00_016_017_010,29.5983715057373,16,17,10,hds_00_016_017_000
hds_00_016_017_011,29.534278869628896,16,17,11,hds_00_016_017_000
hds_00_016_017_012,25.3972568511963,16,17,12,hds_00_016_017_000
hds_00_016_017_013,26.254074096679698,16,17,13,hds_00_016_017_000
hds_00_016_017_014,26.6574516296387,16,17,14,hds_00_016_017_000
hds_00_016_017_015,26.891963958740202,16,17,15,hds_00_016_017_000
hds_00_016_017_016,24.477746963501,16,17,16,hds_00_016_017_000
hds_00_016_017_017,22.768163681030302,16,17,17,hds_00_016_017_000
hds_00_016_017_018,23.652141571044897,16,17,18,hds_00_016_017_000
hds_00_016_017_019,24.5332908630371,16,17,19,hds_00_016_017_000
hds_00_016_017_020,22.715147018432603,16,17,20,hds_00_016_017_000
hds_00_016_017_021,19.193861007690398,16,17,21,hds_00_016_017_000
hds_00_016_017_022,11.5240392684937,16,17,22,hds_00_016_017_000
hds_00_016_017_023,17.6770935058594,16,17,23,hds_00_016_017_000
hds_00_016_017_024,18.3412971496582,16,17,24,hds_00_016_017_000
hds_00_016_017_025,14.5677833557129,16,17,25,hds_00_016_017_000
hds_00_016_017_026,22.148864746093803,16,17,26,hds_00_016_017_000
hds_00_016_017_027,19.5731315612793,16,17,27,hds_00_016_017_000
hds_00_016_017_028,22.871976852417003,16,17,28,hds_00_016_017_000
hds_00_016_017_029,23.786434173584,16,17,29,hds_00_016_017_000
hds_00_016_017_030,24.0341625213623,16,17,30,hds_00_016_017_000
hds_00_016_017_031,25.609451293945302,16,17,31,hds_00_016_017_000
hds_00_016_017_032,27.334829330444304,16,17,32,hds_00_016_017_000
hds_00_016_017_033,25.994554519653303,16,17,33,hds_00_016_017_000
hds_00_016_017_034,25.8966503143311,16,17,34,hds_00_016_017_000
hds_00_016_017_035,27.2387371063232,16,17,35,hds_00_016_017_000
hds_00_016_017_036,27.124813079834,16,17,36,hds_00_016_017_000
hds_00_016_017_037,28.5071334838867,16,17,37,hds_00_016_017_000
hds_00_016_017_038,28.3769378662109,16,17,38,hds_00_016_017_000
hds_00_016_017_039,28.5120849609375,16,17,39,hds_00_016_017_000
hds_00_016_017_040,27.7478675842285,16,17,40,hds_00_016_017_000
hds_00_016_017_041,28.7767658233643,16,17,41,hds_00_016_017_000
